id	gene	start	end	strand	name	cat	clr
sll0671	gene	3101820	3102962	-	probable cation transporter	COG0598P	#CC3333
sll0670	gene	3103070	3103579	-	hypothetical protein	COG1376S	#C98767
sll0669	gene	3103784	3104104	-	unknown protein	-	#333333
slr0707	gene	3104142	3107102	+	DNA polymerase I	COG0749L	#00FFFF
slr0708	gene	3107285	3108493	+	periplasmic protein, function unknown	-	#333333
sll0668	gene	3108643	3109023	-	putative transposase [ISY352e: 2921301 - 2921595, join 3108631 - 3109754]	COG5659L	#00FFFF
sll0667	gene	3109036	3109695	-	putative transposase [ISY352e: 2921301 - 2921595, join 3108631 - 3109754]	COG5659L	#00FFFF
sll0666	gene	3109733	3110152	-	putative transposase [ISY523r: 3109761 - 3110626]	COG3293L	#00FFFF
sll0665	gene	3110216	3110560	-	putative transposase [ISY523r: 3109761 - 3110626]	COG3293L	#00FFFF
sll0664	gene	3110910	3111830	-	unknown protein	COG0322L	#00FFFF
slr0709	gene	3111996	3112388	+	hypothetical protein	COG0251J	#0066FF
slr0710	gene	3112517	3113803	+	glutamate dehydrogenase (NADP+)	COG0334E	#FF7373
slr0711	gene	3113874	3114287	+	hypothetical protein	COG0780R	#C27E3A
slr0712	gene	3114479	3115447	+	hypothetical protein	COG0392S	#C98767
sll0662	gene	3115572	3115973	-	4Fe-4S type iron-sulfur protein	COG1141C	#991616
sll0661	gene	3115973	3116359	-	hypothetical protein YCF35	-	#333333
ssl1263	gene	3116440	3116682	-	hypothetical protein	-	#333333
sll0660	gene	3117042	3118091	-	pyridoxal phosphate biosynthetic protein PdxA	COG1995H	#FFA4A4
smr0003	gene	3118192	3118302	+	cytochrome b6-f complex subunit PetM	-	#333333
slr0713	gene	3118391	3119515	+	tRNA-guanine transglycosylase	COG0343J	#0066FF
sll0659	gene	3119608	3121176	-	hypothetical protein	COG0644C	#991616
sll0658	gene	3121193	3121687	-	hypothetical protein	COG2405R	#C27E3A
ssl1255	gene	3121684	3121953	-	hypothetical protein	COG2886S	#C98767
sll0657	gene	3121972	3123069	-	phospho-N-acetylmuramoyl-pentapeptide-transferase	COG0472M	#A6CAA9
slr0765	gene	3123182	3125035	+	hypothetical protein	COG0668M	#A6CAA9
sll0745	gene	3125045	3126199	-	phosphofructokinase	COG0205G	#FF5353
sll0744	gene	3126311	3127342	-	hypothetical protein	COG0167F	#FF8E8E
sll0743	gene	3127364	3127846	-	hypothetical protein	-	#333333
sll0742	gene	3127864	3128313	-	hypothetical protein	-	#333333
sll0741	gene	3128387	3131986	-	pyruvate flavodoxin oxidoreductase	COG0674C	#991616
sll0740	gene	3132577	3133284	-	hypothetical protein	COG4636S	#C98767
sll0739	gene	3133291	3135138	-	ATP-binding protein of molybdate ABC transporter	COG1118P	#CC3333
sll0738	gene	3135185	3135997	-	molybdate-binding periplasmic protein	COG0725P	#CC3333
sll0737	gene	3136019	3138604	-	hypothetical protein	-	#333333
sll0048	gene	3138917	3139855	-	unknown protein	COG2199T	#93BF96
sll0047	gene	3140045	3140326	-	hypothetical protein YCF12	-	#333333
slr0022	gene	3140307	3140678	+	hypothetical protein	COG0727R	#C27E3A
sll0045	gene	3140713	3142875	-	sucrose phosphate synthase	COG0438M	#A6CAA9
slr0023	gene	3142957	3143571	+	unknown protein	-	#333333
sll0044	gene	3143696	3144181	-	unknown protein	COG0835NT	#EAA6EA
sll0043	gene	3144213	3148421	-	positive phototaxis protein, homologous to chemotaxis protein CheA, two-component hybrid histidine kinase	COG0643NT	#EAA6EA
sll0042	gene	3148438	3148929	-	methyl-accepting chemotaxis protein for positive phototaxis	COG0840NT	#EAA6EA
sll0041	gene	3148975	3151977	-	phytochrome-like photoreceptor protein for positive phototaxis; homologous to methyl-accepting chemotaxis protein	COG0840NT	#EAA6EA
sll0040	gene	3152239	3152682	-	positive phototaxis protein, homologous to chemotaxis protein CheW	COG0835NT	#EAA6EA
sll0039	gene	3152955	3153314	-	positive phototaxis protein, two-component response regulator CheY subfamily	COG0745TK	#C4ABFE
sll0038	gene	3153452	3154660	-	positive phototaxis protein, two-component response regulator PatA subfamily	COG3706T	#93BF96
slr0031	gene	3154910	3156664	+	hypothetical protein	COG3975R	#C27E3A
slr0032	gene	3156760	3157677	+	probable branched-chain amino acid aminotransferase	COG0115EH	#F0CBFE
slr0033	gene	3157734	3158048	+	glutamyl-tRNA(Gln) amidotransferase subunit C	COG0721J	#0066FF
sll0037	gene	3158106	3159116	-	hypothetical protein	COG2138S	#C98767
sll0036	gene	3159350	3160651	-	hypothetical protein	COG1597IR	#BA21E0
slr0036	gene	3160717	3161886	+	aspartate aminotransferase	COG0436E	#FF7373
sll0034	gene	3161899	3162675	-	putative carboxypeptidase	COG1876M	#A6CAA9
sll0033	gene	3162738	3164243	-	carotene isomerase	COG1233Q	#993366
sll0031	gene	3164404	3165591	-	hypothetical protein	COG1142C	#991616
slr0038	gene	3166050	3166448	+	hypothetical protein	-	#333333
slr0039	gene	3166607	3167680	+	hypothetical protein	COG0857R	#C27E3A
sll0030	gene	3167887	3168801	-	cmp operon transcriptional regulator, LysR family protein	COG0583K	#99CCFF
slr0040	gene	3169054	3170412	+	bicarbonate transport system substrate-binding protein	COG0715P	#CC3333
slr0041	gene	3170475	3171317	+	bicarbonate transport system permease protein	COG0600P	#CC3333
slr0042	gene	3171428	3173158	+	probable porin; major outer membrane protein	-	#333333
slr0043	gene	3173335	3175338	+	bicarbonate transport system ATP-binding protein	COG1116P	#CC3333
slr0044	gene	3175411	3176259	+	bicarbonate transport system ATP-binding protein	COG1116P	#CC3333
sll0027	gene	3176543	3178066	-	NADH dehydrogenase subunit 4 (involved in constitutive, low affinity CO2 uptake)	COG1008C	#991616
sll0026	gene	3178231	3180135	-	NADH dehydrogenase subunit 5 (involved in constitutive, low affinity CO2 uptake)	COG1009CP	#FF86E3
sll0518	gene	3180380	3181537	-	unknown protein	-	#333333
sll0517	gene	3181708	3182013	-	putative RNA binding protein	COG0724R	#C27E3A
slr0525	gene	3182315	3183007	+	Mg-protoporphyrin IX methyl transferase	COG2227H	#FFA4A4
slr0526	gene	3183014	3183796	+	3-methyl-2-oxobutanoate hydroxymethyltransferase	COG0413H	#FFA4A4
slr0527	gene	3183873	3184571	+	transcription regulator ExsB homolog	COG0603R	#C27E3A
slr0528	gene	3184733	3186250	+	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	COG0769M	#A6CAA9
sll0514	gene	3186379	3188043	-	hypothetical protein	COG1236J	#0066FF
sml0013	gene	3188105	3188227	-	hypothetical protein	NA	#333333
slr0529	gene	3188483	3189748	+	glucosylglycerol transport system substrate-binding protein	COG1653G	#FF5353
slr0530	gene	3189929	3190768	+	glucosylglycerol transport system permease protein	COG1175G	#FF5353
slr0531	gene	3190768	3191664	+	glucosylglycerol transport system permease protein	COG0395G	#FF5353
sll0513	gene	3191661	3192494	-	hypothetical protein	COG1562I	#FF3333
slr0533	gene	3192683	3193900	+	two-component sensor histidine kinase	COG0642T	#93BF96
slr0534	gene	3193999	3196542	+	probable transglycosylase	COG0741M	#A6CAA9
slr0535	gene	3196783	3198624	+	protease	COG1404O	#72FE95
slr0536	gene	3198731	3199783	+	uroporphyrinogen decarboxylase	COG0407H	#FFA4A4
sll0509	gene	3199930	3200838	-	similar to 5',5'''-P-1,P-4-tetraphosphate phosphorylase II	COG4360F	#FF8E8E
sll0508	gene	3200940	3201452	-	unknown protein	-	#333333
slr0537	gene	3201688	3202689	+	putative sugar kinase	COG0524G	#FF5353
sll0507	gene	3202699	3203862	-	probable cation transporter	COG0598P	#CC3333
sll0506	gene	3203994	3204743	-	undecaprenyl pyrophosphate synthetase	COG0020I	#FF3333
sll0505	gene	3204740	3205651	-	hypothetical protein	COG1624S	#C98767
sll0504	gene	3205694	3207103	-	diaminopimelate decarboxylase	COG0019E	#FF7373
sll0503	gene	3207272	3208696	-	hypothetical protein	COG1100R	#C27E3A
sll0502	gene	3208698	3210452	-	arginyl-tRNA-synthetase	COG0018J	#0066FF
sll0501	gene	3210650	3211606	-	probable glycosyltransferase	COG0463M	#A6CAA9
slr0541	gene	3211808	3212518	+	probable amidotransferase	COG0518F	#FF8E8E
slr0542	gene	3212598	3213194	+	ATP-dependent protease ClpP	COG0740OU	#E1CAF9
slr0543	gene	3213272	3214510	+	tryptophan synthase beta subunit	COG0133E	#FF7373
sll0499	gene	3214581	3217427	-	hypothetical protein	COG4995S	#C98767
slr0544	gene	3217855	3218655	+	ATP-binding protein of ABC transporter	COG1136V	#80B584
sll0498	gene	3218679	3219131	-	hypothetical protein	COG2314S	#C98767
sll0497	gene	3219158	3219985	-	hypothetical protein	-	#333333
slr0545	gene	3220162	3221106	+	hypothetical protein	COG0667C	#991616
sll0496	gene	3221251	3222435	-	hypothetical protein	COG0795R	#C27E3A
sll0495	gene	3222476	3224017	-	asparaginyl-tRNA synthetase	COG0017J	#0066FF
sll0494	gene	3224429	3225334	-	unknown protein	-	#333333
sll0493	gene	3225628	3226314	-	hypothetical protein	COG0569P	#CC3333
sll0902	gene	3226340	3227266	-	ornithine carbamoyltransferase	COG0078E	#FF7373
sll0901	gene	3227379	3227909	-	phosphoribosylaminoimidazole carboxylase	COG0041F	#FF8E8E
slr0925	gene	3228010	3228375	+	single-stranded DNA-binding protein	COG0629L	#00FFFF
ssr1552	gene	3228463	3228693	+	hypothetical protein	NA	#333333
slr0926	gene	3228712	3229590	+	4-hydroxybenzoate-octaprenyl transferase	COG0382H	#FFA4A4
slr0927	gene	3229780	3230838	+	photosystem II reaction center D2 protein	-	#333333
slr0929	gene	3230963	3231550	+	chromosome partitioning protein, ParA family	COG1192D	#59955C
slr0930	gene	3231569	3232879	+	hypothetical protein	COG2607R	#C27E3A
ssr1558	gene	3232902	3233180	+	hypothetical protein	COG2119S	#C98767
sll0900	gene	3233177	3233809	-	ATP phosphoribosyltransferase	COG0040E	#FF7373
sll0899	gene	3233816	3235186	-	UDP-N-acetylglucosamine pyrophosphorylase	COG1207M	#A6CAA9
ssr1562	gene	3235429	3235680	+	hypothetical protein	-	#333333
sll0898	gene	3235746	3236855	-	hypothetical protein	COG1162R	#C27E3A
ssl1707	gene	3236874	3237128	-	hypothetical protein	COG0425O	#72FE95
sll0897	gene	3237125	3238258	-	DnaJ protein, heat shock protein 40, molecular chaperone	COG0484O	#72FE95
sll0896	gene	3238365	3238868	-	Holliday juction resolvase RuvC	COG0817L	#00FFFF
sll0895	gene	3238873	3239748	-	CysQ protein homolog	COG1218P	#CC3333
slr0546	gene	3240181	3241068	+	indole-3-glycerol phosphate synthase	COG0134E	#FF7373
sll0537	gene	3241089	3242714	-	ammonium/methylammonium permease	COG0004P	#CC3333
sll0536	gene	3242711	3243781	-	probable potassium channel protein	COG0569P	#CC3333
sll0535	gene	3244079	3245416	-	ATP-dependent Clp protease ATPase subunit	COG1219O	#72FE95
sll0534	gene	3245421	3246101	-	ATP-dependent Clp protease proteolytic subunit 2	COG0740OU	#E1CAF9
sll0533	gene	3246401	3247816	-	trigger factor	COG0544O	#72FE95
sll0532	gene	3248288	3248542	-	hypothetical protein	NA	#333333
slr0549	gene	3248517	3249326	+	aspartate beta-semialdehyde dehydrogenese	COG0136E	#FF7373
slr0550	gene	3249386	3250291	+	dihydrodipicolinate synthase	COG0329EM	#CB59E8
slr0551	gene	3250985	3252907	+	hypothetical protein	COG0595R	#C27E3A
slr0552	gene	3252992	3253726	+	hypothetical protein	-	#333333
slr0553	gene	3253809	3254414	+	hypothetical protein	COG0237H	#FFA4A4
slr0554	gene	3254560	3257670	+	hypothetical protein	COG1061KL	#DD88FD
sll0529	gene	3257692	3259887	-	hypothetical protein	COG3957G	#FF5353
sll0528	gene	3260137	3261276	-	hypothetical protein	COG1994R	#C27E3A
slr0556	gene	3261406	3262062	+	hypothetical protein	COG0325R	#C27E3A
sll0525	gene	3262064	3262459	-	hypothetical protein	COG3744S	#C98767
ssl1004	gene	3262471	3262749	-	hypothetical protein	COG4118D	#59955C
sll0524	gene	3262819	3264162	-	hypothetical protein	COG4398S	#C98767
slr0557	gene	3264290	3267022	+	valyl-tRNA synthetase	COG0525J	#0066FF
sll0522	gene	3267244	3267549	-	NADH dehydrogenase subunit 4L	COG0713C	#991616
sll0521	gene	3267695	3268291	-	NADH dehydrogenase subunit 6	COG0839C	#991616
sll0520	gene	3268386	3268967	-	NADH dehydrogenase subunit NdhI	COG1143C	#991616
sll0519	gene	3269078	3270196	-	NADH dehydrogenase subunit 1	COG1005C	#991616
slr1418	gene	3270451	3271596	+	dihydroorotate dehydrogenase	COG0167F	#FF8E8E
slr1419	gene	3271699	3272178	+	hypothetical protein	COG2166R	#C27E3A
slr1420	gene	3272165	3273442	+	probable sugar kinase	COG1070G	#FF5353
ssr2377	gene	3273509	3273664	+	hypothetical protein	NA	#333333
slr1421	gene	3273693	3274016	+	unknown protein	-	#333333
sll1344	gene	3274546	3275307	-	unknown protein	-	#333333
sll1343	gene	3275314	3277923	-	aminopeptidase	COG0308E	#FF7373
sll1342	gene	3278122	3279135	-	NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase	COG0057G	#FF5353
slr1423	gene	3279390	3280907	+	UDP-N-acetylmuramate-alanine ligase	COG0773M	#A6CAA9
slr1424	gene	3280979	3281932	+	UDP-N-acetylenolpyruvoylglucosamine reductase	COG0812M	#A6CAA9
slr1425	gene	3281954	3282307	+	hypothetical protein	-	#333333
sll1341	gene	3282442	3282912	-	bacterioferritin	COG2193P	#CC3333
sll1340	gene	3283104	3283406	-	hypothetical protein	-	#333333
slr1426	gene	3283467	3284165	+	recombination protein RecR	COG0353L	#00FFFF
sll1338	gene	3284283	3284846	-	unknown protein	-	#333333
sll1336	gene	3285051	3287168	-	hypothetical protein	COG1915S	#C98767
slr1428	gene	3287390	3289264	+	hypothetical protein	COG3596R	#C27E3A
sll1334	gene	3289256	3290785	-	two-component sensor histidine kinase	COG2203T	#93BF96
slr1429	gene	3291097	3291966	+	hypothetical protein	COG4279S	#C98767
sll1333	gene	3292177	3292884	-	unknown protein	-	#333333
slr1431	gene	3293078	3294505	+	hypothetical protein	-	#333333
sll1330	gene	3294498	3295250	-	two-component system response regulator OmpR subfamily	COG0745TK	#C4ABFE
sll1329	gene	3295580	3296443	-	inositol monophosphate family protein	COG0483G	#FF5353
slr1451	gene	3296462	3297247	+	hypothetical protein	-	#333333
sll1367	gene	3297312	3298097	-	hypothetical protein	COG0664T	#93BF96
slr1452	gene	3298326	3299384	+	sulfate transport system substrate-binding protein	COG1613P	#CC3333
ssr2439	gene	3299421	3299714	+	hypothetical protein	COG1135P	#CC3333
slr1453	gene	3299716	3300576	+	sulfate transport system permease protein	COG0555O	#72FE95
slr1454	gene	3300563	3301393	+	sulfate transport system permease protein	COG4208P	#CC3333
slr1455	gene	3301555	3302622	+	sulfate transport system ATP-binding protein	COG1118P	#CC3333
slr1456	gene	3302812	3303339	+	type 4 pilin-like protein, or general secretion pathway protein G	COG2165NU	#FF97E8
slr1457	gene	3303481	3304680	+	chromate transport protein	COG2059P	#CC3333
slr1459	gene	3304872	3305381	+	phycobilisome core component	-	#333333
sll1366	gene	3305654	3308773	-	putative SNF2 helicase	COG0553KL	#DD88FD
slr1461	gene	3308878	3309474	+	hypothetical protein	COG0705R	#C27E3A
sll1365	gene	3309530	3311431	-	unknown protein	COG2208TK	#C4ABFE
slr1462	gene	3311660	3313345	+	hypothetical protein	COG1100R	#C27E3A
slr1463	gene	3313667	3315754	+	elongation factor EF-G	COG0480J	#0066FF
slr1464	gene	3315938	3316735	+	hypothetical protein	COG0731C	#991616
ssl2667	gene	3317363	3317593	-	an assembly factor for iron-sulfur culsters	COG0694O	#72FE95
sll1363	gene	3317701	3318804	-	ketol-acid reductoisomerase	COG0059EH	#F0CBFE
slr0651	gene	3318829	3319212	+	hypothetical protein	COG0294H	#FFA4A4
slr0652	gene	3319281	3320051	+	phosphorybosilformimino-5-amino- phosphorybosil-4-imidazolecarboxamideisomerase	COG0106E	#FF7373
sll0631	gene	3320075	3321736	-	L-aspartate oxidase	COG0029H	#FFA4A4
sll0630	gene	3321844	3322281	-	unknown protein	-	#333333
sll0629	gene	3322377	3322763	-	alternative photosystem I reaction center subunit X	-	#333333
slr0653	gene	3323275	3324552	+	principal RNA polymerase sigma factor SigA	COG0568K	#99CCFF
slr0654	gene	3330281	3331042	+	unknown protein	-	#333333
slr0655	gene	3331045	3331587	+	hypothetical protein	COG2343S	#C98767
slr0656	gene	3331625	3332821	+	hypothetical protein	COG3146S	#C98767
slr0657	gene	3333244	3335046	+	aspartate kinase	COG0527E	#FF7373
slr0658	gene	3335247	3336242	+	unknown protein	COG4916S	#C98767
slr0659	gene	3336407	3338548	+	oligopeptidase A	COG0339E	#FF7373
slr0661	gene	3338682	3339485	+	pyrroline-5-carboxylate reductase	COG0345E	#FF7373
sll0626	gene	3339500	3340969	-	putative neutral invertase	-	#333333
sll0625	gene	3341166	3341843	-	unknown protein	-	#333333
sll0624	gene	3342125	3342442	-	unknown protein	-	#333333
slr0662	gene	3342857	3344944	+	arginine decarboxylase	COG1166E	#FF7373
sll0623	gene	3345027	3345716	-	unknown protein	-	#333333
sll0622	gene	3345861	3346817	-	quinolinate synthetase	COG0379H	#FFA4A4
sll0621	gene	3346910	3347656	-	putative c-type cytochrome biogenesis protein CcdA	COG0785O	#72FE95
ssr1114	gene	3347941	3348201	+	hypothetical protein	-	#333333
slr0664	gene	3348191	3348553	+	hypothetical protein	COG2026JD	#CB59E8
slr0665	gene	3348690	3351296	+	aconitate hydratase	COG1049C	#991616
slr0666	gene	3351526	3352353	+	unknown protein	-	#333333
slr0667	gene	3352682	3353203	+	unknown protein	-	#333333
slr0668	gene	3353196	3353732	+	unknown protein	-	#333333
sll1499	gene	3354192	3358832	-	ferredoxin-dependent glutamate synthase	COG0069E	#FF7373
slr1556	gene	3359578	3360579	+	2-hydroxyacid dehydrogenase homolog	COG1052CHR	#D881ED
sll1498	gene	3360732	3362006	-	carbamoyl-phosphate synthase small chain	COG0505EF	#DD75DD
slr1557	gene	3362057	3363166	+	hypothetical protein	-	#333333
sll1496	gene	3363266	3365797	-	mannose-1-phosphate guanyltransferase	COG1208MJ	#DD75DD
sll1495	gene	3365944	3367137	-	hypothetical protein	COG0579R	#C27E3A
slr1559	gene	3367417	3368289	+	shikimate 5-dehydrogenase	COG0169E	#FF7373
slr1560	gene	3368416	3369621	+	histidyl tRNA synthetase	COG3705E	#FF7373
slr1562	gene	3369699	3370028	+	glutaredoxin	COG0695O	#72FE95
slr1563	gene	3370059	3370946	+	hypothetical protein	COG3001G	#FF5353
ssl2891	gene	3371006	3371260	-	unknown protein	NA	#333333
slr1564	gene	3371247	3372023	+	group 3 RNA polymerase sigma factor	COG1191K	#99CCFF
slr1565	gene	3372152	3372493	+	hypothetical protein	COG0316S	#C98767
slr1566	gene	3372502	3373689	+	hypothetical protein	COG0463M	#A6CAA9
sll1491	gene	3373719	3374765	-	periplasmic WD-repeat protein	COG2319R	#C27E3A
slr1567	gene	3375291	3377588	+	unknown protein	COG0419L	#00FFFF
slr1568	gene	3377869	3378279	+	hypothetical protein	-	#333333
sll1489	gene	3378247	3379086	-	circadian phase modifier CpmA homolog	COG1691R	#C27E3A
sll1488	gene	3379102	3379767	-	hypothetical protein	COG0739M	#A6CAA9
slr1570	gene	3380130	3380789	+	hypothetical protein	COG2013S	#C98767
slr1571	gene	3380809	3381489	+	unknown protein	COG2013S	#C98767
slr1572	gene	3381543	3382397	+	hypothetical protein	COG2013S	#C98767
slr1573	gene	3382581	3383369	+	hypothetical protein	COG1496S	#C98767
ssl2874	gene	3383577	3383846	-	hypothetical protein	COG2052S	#C98767
slr1575	gene	3384151	3385590	+	probable potassium efflux system	COG3264M	#A6CAA9
slr1576	gene	3385642	3385962	+	unknown protein	-	#333333
slr1577	gene	3386005	3386493	+	hypothetical protein	COG1386K	#99CCFF
slr1579	gene	3386897	3388465	+	hypothetical protein	-	#333333
sll1486	gene	3388694	3389326	-	hypothetical protein	COG4244S	#C98767
sll1485	gene	3389395	3389883	-	hypothetical protein	COG4244S	#C98767
sll1484	gene	3390028	3391491	-	type 2 NADH dehydrogenase	COG1252C	#991616
sll1483	gene	3391645	3392187	-	periplasmic protein, similar to transforming growth factor induced protein	COG2335M	#A6CAA9
sll1482	gene	3392302	3393453	-	ABC transporter permease protein	COG0577V	#80B584
sll1481	gene	3393495	3394850	-	ABC-transporter membrane fusion protein	COG1566V	#80B584
sll1479	gene	3394954	3395676	-	6-phosphogluconolactonase	COG0363G	#FF5353
sll1477	gene	3395763	3398261	-	hypothetical protein	COG4449R	#C27E3A
sll1476	gene	3398409	3398717	-	unknown protein	-	#333333
slr1583	gene	3398899	3399261	+	hypothetical protein	-	#333333
sll1475	gene	3399457	3400350	-	a part of phytochrome-like sensor histidine kinase gene (disrupted by insertion of IS)	COG0642T	#93BF96
sll1474	gene	3400402	3401418	-	putative transposase [ISY203g: 3400332 - 3401505]	COG3385L	#00FFFF
